customer_id,sales_ノートPC,購買回数_ノートPC,sales_周辺機器,購買回数_周辺機器,sales_デスクトップ,購買回数_デスクトップ,sales_タブレット,購買回数_タブレット,group
C-000958,3491400.0,2.0,0.0,0.0,2068800.0,2.0,0.0,0.0,0
C-000959,789920.0,1.0,0.0,0.0,89940.0,1.0,0.0,0.0,0
C-000960,3727720.0,3.0,0.0,0.0,789200.0,3.0,0.0,0.0,1
C-000961,0.0,0.0,0.0,0.0,350400.0,1.0,0.0,0.0,0
C-000962,207600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-000963,1977800.0,2.0,0.0,0.0,2661020.0,6.0,0.0,0.0,1
C-000964,347600.0,2.0,0.0,0.0,89940.0,1.0,0.0,0.0,0
C-000965,0.0,0.0,1230.0,1.0,959400.0,1.0,408078.0,1.0,2
C-000966,219800.0,1.0,2460.0,1.0,0.0,0.0,181368.0,2.0,2
C-000967,0.0,0.0,2831.0,1.0,155800.0,1.0,0.0,0.0,3
C-000968,4394700.0,5.0,99900.0,2.0,2506600.0,3.0,59880.0,1.0,1
C-000969,341600.0,2.0,0.0,1.0,178900.0,1.0,0.0,0.0,3
C-000970,869700.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C-000971,0.0,0.0,0.0,0.0,194800.0,1.0,0.0,0.0,0
C-000972,0.0,0.0,0.0,0.0,178900.0,1.0,0.0,0.0,0
C-000973,309600.0,1.0,0.0,0.0,539700.0,2.0,0.0,0.0,0
C-000974,126800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-000975,231400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-000976,0.0,0.0,32600.0,1.0,0.0,0.0,0.0,0.0,3
C-000977,309800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-000978,3698000.0,1.0,0.0,0.0,89940.0,1.0,0.0,0.0,0
C-000979,309800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-000980,0.0,0.0,2831.0,1.0,0.0,0.0,0.0,0.0,3
C-000981,0.0,0.0,0.0,0.0,1213200.0,2.0,136026.0,1.0,2
C-000982,0.0,0.0,0.0,0.0,0.0,0.0,29940.0,1.0,2
C-000983,0.0,0.0,0.0,0.0,467400.0,1.0,0.0,0.0,0
C-000984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
C-000985,399600.0,1.0,19980.0,1.0,0.0,0.0,0.0,0.0,3
C-000986,1080400.0,2.0,0.0,0.0,449700.0,1.0,0.0,0.0,0
C-000987,0.0,0.0,2537.0,1.0,536700.0,1.0,0.0,0.0,3
C-000988,84800.0,1.0,0.0,0.0,379400.0,1.0,0.0,0.0,0
C-000989,159800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-000990,0.0,0.0,0.0,0.0,0.0,0.0,29940.0,1.0,2
C-000991,347700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-000992,0.0,0.0,0.0,0.0,0.0,0.0,45342.0,1.0,2
C-000993,0.0,0.0,0.0,0.0,124800.0,1.0,0.0,0.0,0
C-000994,3250400.0,2.0,0.0,0.0,2218200.0,2.0,0.0,0.0,0
C-000995,0.0,0.0,0.0,0.0,433600.0,1.0,0.0,0.0,0
C-000996,909000.0,1.0,0.0,0.0,467200.0,1.0,0.0,0.0,0
C-000997,0.0,0.0,0.0,0.0,0.0,0.0,45342.0,1.0,2
C-000998,173800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-000999,1917600.0,1.0,0.0,0.0,469600.0,1.0,373026.0,1.0,2
C-001000,0.0,0.0,0.0,0.0,279600.0,2.0,0.0,0.0,0
C-001001,0.0,0.0,0.0,0.0,2199600.0,1.0,0.0,0.0,0
C-001002,0.0,0.0,0.0,0.0,1999000.0,1.0,0.0,0.0,0
C-001003,319600.0,1.0,0.0,0.0,434800.0,1.0,45342.0,1.0,2
C-001004,0.0,0.0,0.0,0.0,71800.0,1.0,0.0,0.0,0
C-001005,309600.0,1.0,6150.0,1.0,0.0,0.0,0.0,0.0,3
C-001006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
C-001007,0.0,0.0,0.0,0.0,124800.0,1.0,0.0,0.0,0
C-001008,2486080.0,3.0,0.0,0.0,2402900.0,4.0,0.0,0.0,1
C-001009,197480.0,1.0,0.0,0.0,369600.0,1.0,0.0,0.0,0
C-001010,521400.0,1.0,0.0,0.0,311600.0,1.0,0.0,0.0,0
C-001011,0.0,1.0,0.0,0.0,89940.0,1.0,0.0,0.0,0
C-001012,181800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001013,159800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001014,1757800.0,2.0,111243.0,2.0,2472800.0,1.0,0.0,0.0,3
C-001016,0.0,0.0,22686.0,1.0,0.0,0.0,0.0,0.0,3
C-001017,1439000.0,3.0,59940.0,1.0,2402400.0,1.0,2735524.0,1.0,2
C-001019,0.0,0.0,0.0,0.0,0.0,0.0,248684.0,1.0,2
C-001020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001021,1936200.0,2.0,5074.0,1.0,269820.0,1.0,45342.0,1.0,2
C-001022,173800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001023,349800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001024,0.0,0.0,0.0,0.0,807600.0,2.0,0.0,0.0,0
C-001025,579800.0,1.0,0.0,0.0,1689800.0,5.0,0.0,0.0,1
C-001026,3527400.0,3.0,0.0,0.0,4257400.0,3.0,0.0,0.0,1
C-001028,0.0,0.0,0.0,0.0,3935900.0,2.0,0.0,0.0,0
C-001029,7026200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001030,0.0,0.0,32600.0,1.0,0.0,1.0,0.0,0.0,3
C-001031,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
C-001032,1159600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001033,349800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001034,0.0,0.0,0.0,0.0,457800.0,1.0,0.0,0.0,0
C-001035,459800.0,1.0,2831.0,1.0,5098800.0,1.0,0.0,0.0,3
C-001036,0.0,0.0,39960.0,1.0,0.0,0.0,0.0,0.0,3
C-001037,169800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001038,0.0,0.0,3781.0,1.0,0.0,0.0,0.0,0.0,3
C-001039,1199400.0,2.0,0.0,0.0,2217600.0,1.0,0.0,0.0,0
C-001040,222800.0,1.0,0.0,0.0,178900.0,1.0,0.0,0.0,0
C-001041,0.0,0.0,0.0,0.0,1364000.0,2.0,0.0,0.0,0
C-001042,0.0,0.0,0.0,0.0,809460.0,1.0,0.0,0.0,0
C-001043,129800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001044,568340.0,4.0,0.0,0.0,0.0,0.0,278624.0,4.0,2
C-001045,173800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001046,269800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001047,98740.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001048,511400.0,2.0,0.0,0.0,224800.0,2.0,45342.0,1.0,2
C-001049,347600.0,1.0,0.0,0.0,4179600.0,1.0,0.0,0.0,0
C-001050,1480400.0,3.0,19988.0,2.0,4888600.0,5.0,0.0,0.0,1
C-001051,1755800.0,3.0,0.0,0.0,4766820.0,1.0,0.0,0.0,0
C-001052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
C-001053,136800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001054,169800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001055,224400.0,1.0,0.0,0.0,849800.0,1.0,0.0,0.0,0
C-001056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
C-001057,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001058,2188500.0,3.0,0.0,0.0,184800.0,1.0,0.0,0.0,0
C-001059,219800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001060,579800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001061,2876400.0,2.0,0.0,0.0,729600.0,1.0,0.0,0.0,0
C-001062,0.0,0.0,0.0,0.0,154800.0,1.0,0.0,0.0,0
C-001063,0.0,0.0,0.0,0.0,216800.0,1.0,0.0,0.0,0
C-001064,0.0,0.0,0.0,0.0,216900.0,1.0,0.0,0.0,0
C-001065,493700.0,1.0,0.0,0.0,650400.0,1.0,14970.0,1.0,2
C-001066,1984200.0,6.0,0.0,0.0,2547200.0,2.0,0.0,0.0,1
C-001067,222800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001068,2211800.0,3.0,19980.0,1.0,2218400.0,2.0,0.0,0.0,1
C-001069,397200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001070,269800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001071,849400.0,2.0,25642.0,2.0,849800.0,3.0,0.0,0.0,3
C-001072,0.0,0.0,7562.0,1.0,0.0,0.0,0.0,0.0,3
C-001073,689700.0,1.0,0.0,0.0,154800.0,1.0,0.0,0.0,0
C-001074,0.0,0.0,0.0,0.0,364800.0,1.0,0.0,0.0,0
C-001075,229800.0,1.0,0.0,0.0,0.0,1.0,136026.0,1.0,2
C-001076,815340.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001077,0.0,0.0,0.0,0.0,879300.0,2.0,0.0,0.0,0
C-001078,0.0,0.0,0.0,0.0,1727200.0,3.0,0.0,0.0,0
C-001079,369800.0,1.0,19980.0,1.0,779200.0,2.0,373026.0,1.0,2
C-001080,449700.0,3.0,2831.0,1.0,0.0,0.0,0.0,0.0,3
C-001081,219800.0,1.0,0.0,0.0,319800.0,1.0,0.0,1.0,2
C-001082,758980.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001083,0.0,0.0,2831.0,1.0,0.0,0.0,0.0,0.0,3
C-001084,0.0,0.0,0.0,0.0,1099800.0,1.0,0.0,0.0,0
C-001085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001086,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001087,0.0,0.0,2831.0,1.0,0.0,0.0,0.0,0.0,3
C-001088,0.0,0.0,0.0,0.0,1169600.0,1.0,0.0,0.0,0
C-001089,0.0,0.0,0.0,0.0,0.0,0.0,45342.0,1.0,2
C-001090,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001092,0.0,0.0,0.0,0.0,679800.0,1.0,0.0,0.0,0
C-001093,0.0,0.0,2460.0,1.0,0.0,0.0,0.0,0.0,3
C-001094,1399200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001095,347600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001096,519600.0,2.0,0.0,0.0,178900.0,1.0,0.0,0.0,0
C-001097,1229100.0,3.0,0.0,0.0,2670200.0,3.0,0.0,0.0,1
C-001098,741200.0,3.0,0.0,0.0,434800.0,1.0,0.0,0.0,0
C-001099,925600.0,2.0,16300.0,1.0,0.0,0.0,0.0,0.0,3
C-001100,0.0,0.0,0.0,0.0,184800.0,1.0,0.0,0.0,0
C-001101,599400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001102,545400.0,1.0,39960.0,1.0,0.0,0.0,0.0,0.0,3
C-001103,0.0,0.0,0.0,0.0,0.0,0.0,29940.0,1.0,2
C-001104,0.0,0.0,48900.0,1.0,0.0,0.0,0.0,0.0,3
C-001105,0.0,0.0,0.0,0.0,184800.0,1.0,90684.0,1.0,2
C-001106,531600.0,2.0,0.0,0.0,357800.0,1.0,124342.0,1.0,2
C-001107,0.0,0.0,0.0,0.0,216800.0,1.0,0.0,0.0,0
C-001108,197480.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001109,0.0,0.0,19980.0,1.0,0.0,0.0,0.0,0.0,3
C-001110,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001111,0.0,0.0,0.0,0.0,228900.0,1.0,0.0,0.0,0
C-001112,1399200.0,1.0,0.0,0.0,2924000.0,1.0,0.0,0.0,0
C-001113,197480.0,1.0,0.0,0.0,449600.0,1.0,0.0,0.0,0
C-001114,507200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001115,0.0,0.0,0.0,0.0,0.0,0.0,497368.0,1.0,2
C-001116,219800.0,1.0,2831.0,1.0,0.0,0.0,0.0,0.0,3
C-001117,319600.0,1.0,0.0,0.0,71800.0,1.0,0.0,0.0,0
C-001118,136800.0,1.0,0.0,0.0,554400.0,1.0,0.0,0.0,0
C-001119,259800.0,1.0,79920.0,1.0,0.0,0.0,0.0,0.0,3
C-001120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001121,0.0,0.0,0.0,0.0,924000.0,2.0,0.0,0.0,0
C-001122,462800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001123,0.0,0.0,0.0,0.0,154800.0,3.0,0.0,0.0,0
C-001124,0.0,0.0,2537.0,1.0,0.0,0.0,0.0,0.0,3
C-001125,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
C-001127,592440.0,1.0,0.0,0.0,674400.0,1.0,90684.0,1.0,2
C-001128,259600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001129,739600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001130,0.0,0.0,0.0,0.0,379400.0,1.0,0.0,0.0,0
C-001131,1042800.0,1.0,5074.0,1.0,1911600.0,4.0,0.0,0.0,1
C-001132,0.0,0.0,0.0,0.0,389600.0,1.0,0.0,0.0,0
C-001133,780000.0,2.0,39960.0,1.0,0.0,0.0,0.0,0.0,3
C-001134,0.0,1.0,0.0,0.0,779000.0,2.0,418368.0,2.0,2
C-001135,0.0,0.0,0.0,0.0,256400.0,1.0,0.0,0.0,0
C-001136,229900.0,2.0,0.0,0.0,686700.0,1.0,0.0,0.0,0
C-001137,149800.0,1.0,0.0,0.0,178900.0,1.0,0.0,0.0,0
C-001138,0.0,0.0,3781.0,1.0,0.0,0.0,0.0,0.0,3
C-001139,181800.0,1.0,0.0,0.0,1099800.0,1.0,0.0,0.0,0
C-001140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001141,0.0,0.0,0.0,0.0,0.0,0.0,14970.0,1.0,2
C-001142,959400.0,5.0,0.0,0.0,803400.0,2.0,308564.0,2.0,2
C-001143,349800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001144,579800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001145,699600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001146,0.0,0.0,0.0,0.0,174900.0,1.0,0.0,0.0,0
C-001147,1636200.0,1.0,19980.0,1.0,1534400.0,2.0,0.0,0.0,3
C-001148,0.0,0.0,0.0,0.0,0.0,0.0,124342.0,1.0,2
C-001149,659400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001150,0.0,0.0,0.0,0.0,2726000.0,2.0,0.0,0.0,0
C-001151,159800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001152,181800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001153,1164460.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001154,349800.0,2.0,0.0,0.0,679800.0,1.0,0.0,0.0,0
C-001155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
C-001157,0.0,0.0,0.0,0.0,543800.0,2.0,0.0,0.0,0
C-001158,695200.0,1.0,0.0,0.0,309600.0,1.0,0.0,0.0,0
C-001159,654600.0,2.0,0.0,0.0,819600.0,2.0,0.0,0.0,0
C-001160,639200.0,1.0,0.0,0.0,0.0,0.0,1616446.0,1.0,2
C-001161,0.0,0.0,0.0,0.0,1402200.0,2.0,0.0,0.0,0
C-001162,0.0,0.0,0.0,0.0,224800.0,1.0,0.0,0.0,0
C-001163,84800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001164,309800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001165,1514900.0,3.0,2537.0,1.0,0.0,0.0,0.0,0.0,3
C-001166,1651940.0,5.0,0.0,0.0,739200.0,1.0,181368.0,1.0,2
C-001167,661200.0,2.0,19980.0,1.0,3253500.0,1.0,746052.0,1.0,2
C-001168,231400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001169,1436600.0,3.0,42522.0,2.0,708200.0,2.0,59880.0,1.0,3
C-001170,173800.0,1.0,0.0,0.0,679800.0,1.0,0.0,0.0,0
C-001171,521400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001172,0.0,0.0,0.0,0.0,116800.0,1.0,0.0,0.0,0
C-001173,1344600.0,2.0,39960.0,2.0,0.0,0.0,0.0,0.0,3
C-001174,0.0,1.0,0.0,0.0,234800.0,1.0,0.0,0.0,0
C-001175,798340.0,2.0,0.0,0.0,0.0,0.0,44910.0,1.0,2
C-001176,229800.0,1.0,0.0,0.0,799600.0,1.0,0.0,0.0,0
C-001177,2823100.0,3.0,0.0,0.0,467400.0,1.0,0.0,0.0,0
C-001178,2126000.0,2.0,0.0,0.0,3668100.0,3.0,0.0,0.0,1
C-001179,1189300.0,2.0,0.0,0.0,3837600.0,1.0,0.0,0.0,0
C-001180,231400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001181,357280.0,3.0,0.0,0.0,903800.0,3.0,0.0,0.0,1
C-001182,136800.0,1.0,0.0,1.0,178900.0,1.0,0.0,1.0,2
C-001183,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
C-001184,925600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001185,4027800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001186,410400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001187,0.0,0.0,0.0,0.0,89940.0,1.0,0.0,0.0,0
C-001188,0.0,0.0,0.0,0.0,1054400.0,2.0,14970.0,1.0,2
C-001189,415200.0,1.0,10148.0,1.0,867200.0,1.0,0.0,0.0,3
C-001190,0.0,0.0,0.0,0.0,389600.0,1.0,124342.0,1.0,2
C-001191,0.0,0.0,0.0,0.0,184800.0,1.0,0.0,0.0,0
C-001192,545400.0,1.0,0.0,0.0,184800.0,1.0,0.0,0.0,0
C-001193,219800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001194,926000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001195,0.0,0.0,10148.0,1.0,116800.0,1.0,0.0,0.0,3
C-001196,982740.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001197,369800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001198,523600.0,1.0,0.0,0.0,729600.0,1.0,0.0,0.0,0
C-001199,0.0,0.0,0.0,0.0,216900.0,1.0,0.0,0.0,0
C-001200,328640.0,2.0,2537.0,1.0,1006500.0,2.0,0.0,0.0,3
C-001201,394960.0,1.0,0.0,0.0,1783800.0,2.0,29940.0,1.0,2
C-001202,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001203,0.0,0.0,0.0,0.0,679800.0,1.0,14970.0,1.0,2
C-001204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001205,191800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001206,0.0,0.0,0.0,0.0,969200.0,2.0,0.0,0.0,0
C-001207,999000.0,1.0,0.0,0.0,4358800.0,1.0,0.0,0.0,0
C-001208,0.0,0.0,0.0,0.0,959400.0,1.0,0.0,0.0,0
C-001209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C-001210,341600.0,2.0,0.0,0.0,584800.0,1.0,0.0,0.0,0
C-001211,173800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001212,159800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001213,449400.0,1.0,0.0,0.0,1539600.0,2.0,0.0,0.0,0
C-001215,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001216,269800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001217,0.0,0.0,0.0,0.0,0.0,0.0,45342.0,1.0,2
C-001218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001219,159800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001220,356600.0,3.0,7562.0,1.0,0.0,0.0,0.0,0.0,3
C-001221,299600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001222,219800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001223,684860.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001224,289900.0,2.0,0.0,0.0,524700.0,1.0,0.0,0.0,0
C-001225,1764400.0,4.0,0.0,0.0,154800.0,1.0,0.0,0.0,0
C-001226,126800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001227,909000.0,2.0,0.0,0.0,959400.0,1.0,0.0,0.0,0
C-001228,0.0,0.0,0.0,0.0,679800.0,1.0,0.0,0.0,0
C-001229,17732240.0,9.0,9352.0,2.0,3824420.0,4.0,836736.0,2.0,1
C-001230,0.0,0.0,0.0,0.0,0.0,0.0,248684.0,1.0,2
C-001231,0.0,0.0,0.0,0.0,0.0,0.0,29940.0,1.0,2
C-001232,0.0,0.0,0.0,0.0,224800.0,1.0,0.0,0.0,0
C-001233,0.0,0.0,0.0,0.0,94800.0,2.0,0.0,0.0,0
C-001234,0.0,0.0,3690.0,1.0,0.0,0.0,0.0,0.0,3
C-001235,222800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001236,173800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001237,0.0,0.0,0.0,0.0,178900.0,2.0,0.0,0.0,0
C-001238,2521200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001239,2721300.0,4.0,0.0,0.0,2402800.0,2.0,0.0,0.0,1
C-001240,579800.0,1.0,0.0,0.0,174900.0,1.0,29940.0,1.0,2
C-001241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001242,695200.0,1.0,0.0,0.0,0.0,0.0,272052.0,1.0,2
C-001243,1379400.0,1.0,18905.0,1.0,467400.0,1.0,0.0,0.0,3
C-001244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C-001245,199800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001246,0.0,0.0,0.0,0.0,824000.0,2.0,0.0,0.0,0
C-001247,222800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001248,159800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001249,0.0,0.0,3781.0,1.0,379400.0,2.0,0.0,0.0,3
C-001250,0.0,0.0,0.0,0.0,216900.0,1.0,0.0,0.0,0
C-001251,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
C-001252,993000.0,3.0,0.0,0.0,1288300.0,4.0,0.0,0.0,1
C-001253,319600.0,1.0,0.0,0.0,0.0,0.0,29940.0,1.0,2
C-001254,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001255,0.0,0.0,0.0,0.0,2178600.0,2.0,0.0,0.0,0
C-001256,0.0,0.0,0.0,0.0,467400.0,1.0,0.0,0.0,0
C-001257,259800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001258,349800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001260,347600.0,1.0,0.0,0.0,0.0,0.0,45342.0,1.0,2
C-001261,1408200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C-001263,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001264,229900.0,1.0,0.0,0.0,799600.0,1.0,0.0,0.0,0
C-001265,222800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3
C-001266,0.0,0.0,0.0,0.0,849000.0,1.0,0.0,0.0,0
C-001267,1679400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001268,159800.0,1.0,0.0,0.0,1169600.0,1.0,0.0,0.0,0
C-001269,1618400.0,3.0,19980.0,1.0,1325400.0,2.0,0.0,0.0,1
C-001270,0.0,0.0,0.0,0.0,769200.0,2.0,0.0,0.0,0
C-001271,2838500.0,2.0,19980.0,1.0,0.0,0.0,0.0,0.0,3
C-001272,0.0,0.0,0.0,0.0,224800.0,1.0,0.0,0.0,0
C-001273,199800.0,1.0,0.0,0.0,154800.0,1.0,0.0,0.0,0
C-001274,727200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001275,159800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001276,369800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001277,767200.0,1.0,0.0,0.0,1839000.0,2.0,0.0,0.0,0
C-001278,0.0,0.0,0.0,0.0,512800.0,1.0,0.0,0.0,0
C-001279,1772500.0,4.0,32600.0,1.0,449600.0,1.0,0.0,0.0,3
C-001280,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001281,1916200.0,4.0,2460.0,1.0,4850800.0,5.0,0.0,0.0,1
C-001282,0.0,0.0,0.0,0.0,1224300.0,1.0,0.0,0.0,0
C-001283,521400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001284,136800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001285,67800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001286,526120.0,2.0,0.0,0.0,184800.0,1.0,0.0,0.0,0
C-001287,347600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001288,0.0,0.0,0.0,0.0,116800.0,1.0,0.0,0.0,0
C-001289,694200.0,1.0,6150.0,1.0,0.0,0.0,0.0,0.0,3
C-001290,289900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001292,642340.0,4.0,5074.0,1.0,379400.0,1.0,124342.0,1.0,2
C-001293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
C-001294,3118000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001295,0.0,0.0,146700.0,1.0,319800.0,1.0,0.0,0.0,3
C-001296,0.0,0.0,0.0,0.0,2567800.0,3.0,0.0,0.0,0
C-001297,129800.0,1.0,84994.0,2.0,884400.0,2.0,0.0,0.0,3
C-001298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001299,619200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001300,579800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001301,2680020.0,4.0,8493.0,1.0,0.0,0.0,1119078.0,1.0,2
C-001302,258600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C-001303,2048000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
